ID,Detail,Cause,Result
20120329-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20120329-2,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20120530-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20120530-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20120810-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20120810-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20130501-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20130501-2,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20130810-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20130810-2,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20131107-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20131107-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20131213-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20131213-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20140623-0,Loss of control;Mid air collision;Collision with other aircraft,COLLISIONS,Loss of control
20140628-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20140628-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20140725-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20141005-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20141005-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20141007-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20141007-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20141022-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20141022-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20141201-0,"Forced landing on runway;Emergency, forced landing;Mid air collision;Collision with other aircraft",COLLISIONS,"Emergency, forced landing"
20141201-1,"Forced landing on runway;Emergency, forced landing;Mid air collision;Collision with other aircraft",COLLISIONS,"Emergency, forced landing"
20150209-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20150218-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20150218-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20150401-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20150401-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20150611-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20150816-1,Loss of control;Mid air collision;Collision with other aircraft,COLLISIONS,Loss of control
20150820-0,Loss of control;Mid air collision;Collision with other aircraft,COLLISIONS,Loss of control
20150820-1,Loss of control;Mid air collision;Collision with other aircraft,COLLISIONS,Loss of control
20150828-2,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20150905-0,Mid air collision;Collision with other aircraft,COLLISIONS,
20150905-1,"Forced landing on runway;Emergency, forced landing;Mid air collision;Collision with other aircraft",COLLISIONS,"Emergency, forced landing"
20160404-0,Collision with other aircraft;Runway incursion;Rejected takeoff;Runway mishap;Take off,LANDING/TAKEOFF;COLLISIONS,Runway mishap
20160404-1,Runway incursion;Runway mishap;Language/communication problems;Collision with other aircraft,COLLISIONS;FLIGHTCREW,Runway mishap
20160428-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20160511-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20160511-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20160831-0,Loss of control;Mid air collision;Collision with other aircraft,COLLISIONS,Loss of control
20161124-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20161124-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20161129-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20161129-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20161207-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20161207-2,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20161226-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20161226-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20170630-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20170630-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20170803-0,Runway incursion;Runway mishap;Language/communication problems;Collision with other aircraft,COLLISIONS;FLIGHTCREW,Runway mishap
20170803-1,Runway incursion;Runway mishap;Language/communication problems;Collision with other aircraft,COLLISIONS;FLIGHTCREW,Runway mishap
20170815-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20170815-2,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20170912-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20170912-2,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20170930-2,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20170930-3,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20171127-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20171127-2,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20171203-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20171203-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180105-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180105-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180120-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180120-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180326-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180326-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180328-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180328-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180330-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180402-0,Runway incursion;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180415-2,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180415-3,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180501-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180501-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180512-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180512-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180513-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180513-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180523-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180523-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180626-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180626-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180728-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180728-2,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180809-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20180809-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20181003-0,Runway incursion;Runway mishap;Collision with other aircraft,COLLISIONS,Runway mishap
20181003-1,Runway incursion;Runway mishap;Collision with other aircraft,COLLISIONS,Runway mishap
20181031-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20181031-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20181206-0,Mid air collision;Collision with other aircraft,COLLISIONS,
20190209-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20190209-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20190213-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20190213-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20190310-2,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20190310-3,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20190430-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20190430-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20190513-0,Mid air collision;Collision with other aircraft,COLLISIONS,
20190709-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20190709-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20190723-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20190802-0,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20190802-1,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
20190805-6,Ground collision;Damaged on the ground;Collision with other aircraft,COLLISIONS,Damaged on the ground
